mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
5.268955463290353	3.2191573573040273	0.48428119472146464	7.548524657142866	6.28207705807924	0.5917346485074693	0.42785562251107434	1.2178658839946424	0.480456120873703	0.47100607745789014	0.5300899712604498	0.5782263557827533	0.4960535057805239	3.1708456968592946	1.7185911800181934
5.328574992865753	3.157568681963877	0.5040621032645496	7.854801551082226	6.315995709351568	0.5558023408758352	0.4529322199227879	1.2130632487846755	0.45790800882953797	0.5238876096595251	0.5202440224148153	0.5906797512814036	0.5055180307596429	3.1454974651015473	1.7496523340382188
5.370607630877571	3.0970016621839083	0.5167472673327631	8.147773542665822	6.2801035514142765	0.5633379433822107	0.4570197632150901	1.2433508316680815	0.4802353968468994	0.5146976993882842	0.5548085429332511	0.586429284673097	0.534266149704857	3.0826758483241363	1.7524031476644055
5.98788141471382	2.9447649139901078	0.48896394148820566	8.079234649112516	6.332441788658583	0.5479315310126742	0.4679359722968191	1.2162036324808534	0.5202633325152777	0.48921988693068486	0.5374640870851062	0.5722634543722017	0.5346958966479728	3.046458064841041	1.70986862744611
5.387548175120404	3.7206724999625087	0.4877105194513749	8.792228772751042	6.310183098601043	0.5267927826916712	0.48648065159934406	1.2196305659459865	0.4761563081501463	0.499128500954166	0.545499758772747	0.61761625852726	0.5112237782979461	3.030886522523876	1.7955640860584223
5.746704267068527	3.519144746997657	0.5012193342910894	9.234340707192928	6.41055307041477	0.5381570338465731	0.47219669303309775	1.2345739213184637	0.45318287198983953	0.5068698245822351	0.5423015385139652	0.5954324738241624	0.517372192928668	3.0798460261897906	1.760715127514523
5.0525929451209795	3.7394194842081023	0.4915932190868343	7.508057136731015	6.5750834094107615	0.5529361991360461	0.4700482784504946	1.2234323908681881	0.47908354782090123	0.48932341710348537	0.5617310911098783	0.6176483463900392	0.5110669237912846	3.123641093423327	1.644596368096133
5.17267343644011	4.192723754149736	0.48023121980996003	8.53852609222804	6.450292678722306	0.5401584265217274	0.45836078287687687	1.2123718433001707	0.46469921854621493	0.5001512768072306	0.5292267886339098	0.6207999689976883	0.5209215619494595	3.092608616798911	1.7177813902176333
5.3433216934954775	4.8510092689023105	0.5129300996315211	8.858740048031867	6.6796215912204415	0.5606211915704622	0.4426522696140597	1.2074497294136721	0.4691607296858709	0.5168327797677046	0.5417457395072949	0.6804870930513119	0.5009602686872168	3.036033292015675	1.7739941267106683
6.4692168151999345	4.515633286669655	0.5060759847270603	8.08673388777579	6.59070537789088	0.5401278442412538	0.46364160490094547	1.2536727041060214	0.4559772194772785	0.5193977772399865	0.5517631926941469	0.5764318226949352	0.5212588474159116	3.057984752923831	1.9529772927491356
4.9053739879954605	4.315150126682593	0.5111664418487616	9.23145356933267	6.35328340912504	0.5198341606506329	0.44725550032859945	1.2471375207407898	0.4503780440877096	0.48583137496107665	0.5439620323589253	0.6107498389635202	0.5104935325298721	3.072484641573133	2.0587117105961776
5.838580038480948	3.411453659390174	0.48929472560420645	8.910873654397856	6.436298468419117	0.5567736187542597	0.4481688083886014	1.2604073015353654	0.4770071516536433	0.4988924505970426	0.5317799074996006	0.5599370284823413	0.5075381867494089	3.00662025836656	1.8191247407067996
5.660237574167942	3.0663890350845975	0.4869528738084799	8.456326540474109	6.667971224031775	0.5682907159455659	0.44627791989938553	1.2354144625408148	0.4797419481476149	0.4865014202699391	0.5390800217855598	0.5471183406271641	0.5395069261267291	2.9782561232806053	1.827197480733188
5.177498757405928	3.0480078214619906	0.4877790368116466	7.330913320713447	6.526663574464796	0.5344199306986919	0.4574918778702025	1.259366040061209	0.46123221607669224	0.4889852612784379	0.5594197517265839	0.5090765830820675	0.5019648472996561	2.9974859576031925	1.7329503750671555
5.557007401398933	3.09100204981456	0.5161392400840362	7.999294478112544	6.427322558777582	0.5785639749841152	0.46505608850991986	1.3051182883193124	0.4749030255377432	0.4901972068250619	0.5555907307546414	0.47238302477187105	0.5078946279894655	2.9940160563996967	1.667108221062234
4.987702786717696	4.017881585582286	0.48505236299485094	8.257283261829935	6.47546920324372	0.5243194624267259	0.4450347670286425	1.2880148791900061	0.469328765001982	0.48559207342367694	0.5378345157548072	0.5488935279838868	0.508564758917415	3.0462854622668614	1.7386629961040672
5.671218689144381	4.695618395617801	0.4913376942267323	7.50455660021153	6.398916095151157	0.5346508528381763	0.4666748756183036	1.2712856636492391	0.49885512598981446	0.514536841092517	0.546795432296124	0.5918185756292443	0.5120870679144335	2.940610419423304	1.7399215169632813
5.084007734015451	3.6794794260209205	0.46193550843987347	6.677395227814892	6.403475562348504	0.5288237713861096	0.44817276878473444	1.2678733681506897	0.46448381112143383	0.4910478958595564	0.5048849092878717	0.4931949051610081	0.5134296678350204	2.906305468069197	1.860564601130195
5.100506269329151	3.5439672747592708	0.45416004547298583	9.42911720201449	6.456302780680939	0.5687351337667205	0.4559018263715682	1.3002754706704123	0.46758310563342814	0.5070239463982458	0.5281442839683008	0.5104274334052722	0.48672040151985774	2.802768676434552	1.8666620346334082
5.4700224620241995	4.080444509864097	0.4433171708130459	8.586818399616721	6.308360701959176	0.5097487249146991	0.46130550369241874	1.3011325226962005	0.47768396341532965	0.4869987089006027	0.5176311885770619	0.5450134521540315	0.48863567773338057	2.8889258603775563	1.943902178137005
4.881652415561033	3.508505257956809	0.4221624189507059	8.543964721848344	6.353612339271436	0.49789275546640144	0.44061784013998323	1.3238814723313586	0.46355434932526696	0.5057677260815818	0.5103747681846407	0.5085722658815283	0.5284200223161344	2.8404395560199776	1.770653536685718
6.133262104687676	5.061297354822891	0.42274363100194623	7.198170181553615	6.313436173204965	0.51850373059053	0.45987232889442015	1.3269697952421113	0.49679234795031585	0.48358976424195943	0.5106350285264761	0.5960275646212814	0.5061573705413828	2.6094261425179033	1.7558232684734016
5.759514133998728	3.577703713414872	0.3933949123781074	8.171088930506174	6.404066026837237	0.48917377650744304	0.4450044721827142	1.315454885084187	0.48747028647963786	0.4863084648461636	0.4866383338129512	0.45459847360668265	0.5264015892186495	2.6407370178991125	1.7787972663799865
5.053763686353761	3.3190653279684526	0.37704926721600696	9.159201434332159	6.345426960794686	0.4935308450947068	0.43434159502237424	1.3229299362379077	0.4801617543847356	0.5058963523512866	0.4523599761371785	0.41938068252560146	0.49131520177652377	2.781743399000807	1.714797639189977
5.514736999496758	3.6885554718691225	0.349824067931902	8.309695622309334	6.316460649301773	0.45254818306754224	0.43045430773848986	1.3409851029686257	0.467471590208664	0.4748174543335982	0.39698583844996077	0.39119677660536506	0.4895974174676024	2.7182149479262416	1.750069283364248
6.098774618980753	3.4493405486188	0.34563723755683035	8.730696344450745	6.329301606731079	0.48023411747680533	0.43007758686842135	1.3251720897917927	0.4679589846038435	0.500534960287087	0.36229213213717215	0.36293775175936105	0.4743307166197805	2.99941174048529	1.5061228217911682
5.704955998626352	3.701508402532398	0.28369144258886303	10.176128700423765	6.407997673296866	0.4467013498667825	0.43617616848213714	1.298867297724848	0.48843039349917655	0.4756765656736389	0.29594882753657914	0.3838477859096383	0.46324341354096277	2.736458664263477	1.6882225315607808
5.345003347844477	4.142312804110071	0.25000499740436033	9.313118621787707	6.239700722145766	0.44335622062612967	0.43163914671891945	1.3346916266990134	0.4654272625172772	0.4801265271106039	0.2603424349161217	0.39357904253123843	0.4374588415266782	2.902834579322136	1.5177964439702225
5.566787257147193	3.948180075971154	0.20435781187599408	10.509636270235323	6.278482603186465	0.4059575655603568	0.415186052350037	1.338303350496961	0.46216463479988185	0.46877954210449024	0.24850453737704567	0.404080557805455	0.4466907802463372	2.5942117822481814	1.8086456356574259
6.864581477730858	3.1792807052904704	0.1983393229815832	11.104764014944443	6.415765863419478	0.43206450304243993	0.4152240681944359	1.3083720668002339	0.4744960077346707	0.46075370832045326	0.2163587582753919	0.36004030832819045	0.4262558770982713	2.7732877178111193	1.7166058465535512
