mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
7.488450878020135	8.374311767618705	0.5970799135407859	8.62128805055257	0.7004316462190043	0.7172010421212828	0.5888981766253119	0.17243351435788515	0.12489772492081042	0.5834620765856443	0.6345662814175219	0.8200175283612711	0.5919889029021028	1.2947195011168608	0.5915772152699331
7.302779138811166	8.632292905145702	0.45906098502764664	8.954309676721635	0.7680892956310019	0.7369841527296813	0.4871311190018336	0.14766525548150328	0.15215213498857855	0.5636321738063788	0.6146492561180441	0.7891423352080177	0.5961320986506532	1.2670387642588248	0.71244093561997
7.247665159505121	8.52535542298209	0.49990011331008066	8.806474619041548	0.7381535506644791	0.6881640932208805	0.5240609544831688	0.16772043536141407	0.12437535255992739	0.598055333146305	0.5294755033447854	0.8905928264360219	0.5000515501218894	1.2284209894219926	0.6019512449822596
7.191514270746065	8.985844827110693	0.6830591032259611	8.617035793484765	0.7863618758568027	0.6078848976248997	0.719479557312783	0.23431594718960208	0.1611174546656049	0.5833899774606139	0.4204973691153022	0.8107347427463735	0.5951371780012998	1.421792529092906	0.7968868398886905
7.268331378291318	8.474022342141847	0.5868285001718664	8.63509694391131	0.755751518864163	0.6177050268701005	0.6068128412311522	0.1499441602414618	0.11912203988549692	0.4391135704447343	0.4829897944762202	0.8564692662781057	0.5213191835324569	1.2186491812768059	0.71739614565554
7.456027601138153	8.30915717264936	0.46048845121200577	8.32591143722259	0.8036449346618919	0.6741420332387315	0.5558270677361229	0.15634134848626582	0.16063918689109571	0.4118802599972252	0.5615386335668174	0.6770415512904491	0.5253314572809622	1.4326801449070181	0.6676954059556521
7.132095687118375	8.654488670397061	0.4698171303646962	8.93013852392644	0.8095224553082456	0.9609436783952147	0.4795650906258237	0.11674856256502882	0.06332670091364288	0.668218528547215	0.6022380198544025	0.7773678691133358	0.41562946745492185	1.4443970331762126	0.6886361651889508
7.292592327501163	8.278160604690854	0.5255580646351088	10.513009800247593	0.900587386605833	0.7445430306601094	0.6632308412870888	0.1002982311065283	0.10788628984656237	0.5484696079048148	0.48501183978575046	0.8075324984494202	0.5711497222703733	1.4169385639254064	0.6763374592084191
7.178714805211747	8.091913912570915	0.4558628331453366	7.7732942118529085	0.8798401195888905	0.7259091055041613	0.5663265290453291	0.0998819757616198	0.1040247761421308	0.7239982850649387	0.597022123768351	0.8513038854941778	0.5621908802753421	1.4835742975671025	0.6946046703275464
7.329870924836959	8.558985575016484	0.5320907732576303	8.889801776794373	0.9077831564690205	0.7230890929143817	0.40849364679018796	0.18808333011403025	0.13989856391384614	0.5833978356814884	0.49573183596076686	0.6757477550234443	0.456224659310523	1.3033291654578059	0.6424329680124468
7.072089732610917	7.471824188874402	0.6300775956478604	9.34796828599225	0.9192028897616062	0.8457582993982256	0.6799957846153867	0.14817741064604256	0.10812549405406002	0.5422130952821463	0.6012973190769567	0.8569955238888414	0.5200918485026971	1.309584223145164	0.7496703600148332
6.785282199685858	7.541321804697017	0.4984883385004685	10.089980480100808	0.9748138472155655	0.6665076881646143	0.6531532736063582	0.21320473474079915	0.12544748793296248	0.6168936821331275	0.4854442599500253	0.7325081000014605	0.46887780227298886	1.2828113121743716	0.7671079966361608
6.749765371594068	6.777460915513753	0.615958042694451	9.565741817071432	0.956828491196268	0.7663737626688429	0.5397289895201264	0.19405758466004486	0.2025319677733115	0.626888422460002	0.639400594276017	0.7706120599412761	0.5279063750059678	1.2269825874056006	0.6954507071958549
6.7889513724206525	7.296330790971687	0.5785295329396103	11.44452409986068	0.985481410360018	0.8052288214998423	0.5236173635064328	0.2236107045168987	0.1358175995063877	0.6296221013744119	0.549160796474912	0.7114011419468775	0.5326946700784473	1.2574040835682003	0.729035467454427
6.3611082720936665	6.425413216048323	0.6024364656298886	11.415287957629152	0.977478647461741	0.6415032726690356	0.5427456322651084	0.09802811655814404	0.12718424736029915	0.4734348612986977	0.5513521204452695	0.7730364844840856	0.34968254629060275	1.2829261359501047	0.8440962582035281
6.409707532663969	6.4388918936662405	0.6189299939144662	10.982701895718664	0.8881587944764924	0.8040731882122552	0.42598232607218733	0.15299305728410686	0.12804326241421035	0.6053498765472045	0.4763590129132038	0.6833550920849235	0.37568051289130033	1.317683606620578	0.8013470598295883
5.9484089629469805	5.946891096068888	0.6627730829749974	10.860828770937461	0.9527924387408466	0.9006808682179338	0.5418256060858129	0.1622660646355318	0.1761136630279975	0.5171798736683987	0.47232287820084606	0.6918235262231489	0.41112634630078837	1.2844098103267638	0.6997355052496866
6.396515873419565	6.4012770570037985	0.5717028492432733	11.383237461525681	0.929163683447681	0.7400489384541173	0.6074713232880261	0.19932665216712867	0.24957819620523272	0.5576078906531364	0.5743422745491364	0.6881196278391792	0.4103274936201186	1.2922772444461008	0.78118320022292
6.583702524169363	6.721095957909585	0.565863897486283	10.000102022956888	0.9607900323367529	0.5858835130198428	0.5489106661952625	0.15680078047017468	0.11264881255263398	0.475675500916113	0.5963409544046837	0.8071954297581507	0.25918499867004496	1.459480653350748	0.7735620542155297
5.92569228207964	5.61376887060384	0.43124356086297144	11.39100624878841	0.9679339852829291	0.8157297221724956	0.6640756122209768	0.13826633342169223	0.14910390203795762	0.6578628939524457	0.4576183887265578	0.5899816492263686	0.21798515440772018	1.2425863769451415	0.7229791765589886
6.191283650181011	5.584926991885736	0.5094551883116231	9.947760548339359	0.919655704594097	0.7228440353961625	0.5288228816625479	0.16468958675669812	0.14290908762337406	0.46007826826698905	0.4822147493919001	0.6535402310133775	0.22236909366299706	1.316825546336108	0.6146444550338871
6.257993822856588	6.349107666571691	0.5870463522279803	12.044263251937302	0.917027343564482	0.6889149201725236	0.5141854371199295	0.09460488019890213	0.23925695521439208	0.4973245695904058	0.4297174931252141	0.8597984828817123	0.05763844839846536	1.3717976656251991	0.7407968928947846
5.628192851557093	5.815056411769399	0.4161000574183319	10.516388238777669	0.9555723625422634	0.8545065874944312	0.5152331953411903	0.16038768801693637	0.10963669557797988	0.48320676858818434	0.37541867854478694	0.5292578251681097	0.10674597304011513	1.3274071365323936	0.822216072321903
6.442292584686654	5.695012944381337	0.5306664013296459	11.23986141881811	0.931053105212227	0.7254809234956274	0.42010433691177856	0.21681272106794874	0.11376205510079104	0.5248113917364883	0.47572043899831457	0.6802144950283081	0.059635221992763755	1.3018232740418862	0.825032503002065
6.161920066649974	5.831567136955155	0.5085758807270747	10.882943872735593	0.9476375597276699	0.7076587381275832	0.5396246937606733	0.1972648972719966	0.09182452990673379	0.48414645721759053	0.4862396907974092	0.9042320797687664	0.12345059610727067	1.4459145744142456	0.8186394217099878
5.824435155860588	5.322925477811015	0.39102149692518634	10.453082559685546	0.9367718114402924	0.6818776904519788	0.5942081511461159	0.16753172687230433	0.09456570443660306	0.4635813452619131	0.4497907592984672	0.7070201904509715	0.059515238312608604	1.3782894304062472	0.814377813223241
6.136735789412197	5.619452409932681	0.4114828763923635	10.934655110838227	0.9360611615018152	0.6140989442356967	0.4567126239166414	0.12683997086793744	0.1560819438497276	0.476074178742777	0.41629076594374725	0.8010694026773986	0.008277101971357292	1.5215077075523302	0.6642178468294715
5.91209655588729	5.648200490700869	0.5052396904065486	11.048359478579393	0.8994096464507332	0.5475743546892391	0.33955480155343654	0.1764679418932218	0.18159604950594263	0.42442219504108536	0.5000482897401779	0.689893161501537	0.019415698030152775	1.35793536870312	0.6790352479399755
6.431243187397813	5.551564484900998	0.4870721998489824	10.280256921690984	0.9375097503478835	0.7372934812535755	0.32763489564568804	0.11219274319197463	0.22272755380755332	0.548729479550728	0.4300939952312979	0.7995912625605381	0.04584750037141862	1.3674714937060208	0.695405462538495
5.407381688035007	4.448210699529324	0.5065954102472247	11.33634059032063	0.9553190563005377	0.7468498209000819	0.274726028591812	0.1947506431739034	0.21167354475055272	0.42517399720618476	0.36402619380995904	0.7337880883479739	0.021566839654001718	1.4044799564849153	0.657293437418145
5.574306023157485	4.844756372990133	0.4154320831332179	11.249855776312902	0.9222704357029401	0.6985865115930768	0.313986148294857	0.1267269332154063	0.18862717759766526	0.4939701796617083	0.4460954449711592	0.4696371965967775	0.04194416983130195	1.348393456404937	0.7476542920674155
5.264775612842868	4.64193216624288	0.477286407010938	9.457571040074853	0.9354822574341501	0.6268911188243365	0.2877971131944314	0.20810185598406994	0.13462191504750168	0.5597779711941365	0.27692948317452926	0.5669140381926024	0.006324937986736313	1.3374899339440658	0.704047112159581
5.794845685124043	5.381867564853097	0.5827053661389673	10.892267174178713	0.9253073676349348	0.5168857951809265	0.3136548024173938	0.25974647567841264	0.1630765547659734	0.4230160966413474	0.22139170290933857	0.5859238561992682	0.04052792818177518	1.164881696963618	0.7093599092429895
5.575583518008729	4.921437606161236	0.5616075910329447	11.920180871888833	0.9210954775448771	0.6160102492092062	0.25051516641752564	0.17052680133803375	0.1887546838853242	0.47560937982432366	0.19248516541682242	0.6784745482932021	0.0397977627012294	1.1128189022748056	0.6307960892118842
5.8386599707342715	5.155547010716984	0.4413960831918586	9.622194215341368	0.8918513825183144	0.5561769111314397	0.3116970443486636	0.20358047273735405	0.07503719428446655	0.37687480767893766	0.13913213795792684	0.7197184156901187	0.015019524466946198	1.1560887938021915	0.7238804883532525
5.708307674778085	4.944414602614253	0.45900270406852217	12.430077173690213	0.9353608304121652	0.5933778298135107	0.1953399817258626	0.15162468326622103	0.10780246686203608	0.39761265673041646	0.16713792769742855	0.7837282637272021	0.04326925995921409	1.2186670282911092	0.6687762457222746
4.891613134117733	4.128430375287516	0.39335930137821373	9.66815715529978	0.9401793575003526	0.6425558090097588	0.19353280407338533	0.15969404028346806	0.08307790819087861	0.3376865787873369	0.149448349700154	0.8662830516357665	0.009009351760621237	1.2705803045629034	0.6892302960036618
5.151615705706032	4.5676683522285115	0.46522233666010854	10.458918409956373	0.9214679866331266	0.570810477394332	0.21715996065775878	0.20460353576200832	0.18847750140747474	0.4510289482742597	0.1370379637694276	0.7016692471156128	0.006024588266203792	1.2026521791157245	0.7950008566588855
4.946119578810411	4.777714298635584	0.38523941362318515	10.045434102918977	0.9060516997141083	0.6456688543658365	0.20109889217686924	0.1498414284378103	0.17433647249560763	0.5164170713945043	0.14232003584949218	0.7856949483111165	0.013093045832141761	1.2254125865393428	0.892738963771516
5.144400021926669	4.596492581307953	0.3514802604204041	9.435470550592123	0.9161582664268424	0.7291175204339508	0.2587848279207201	0.14057152650941324	0.1512700713357629	0.45886499588463336	0.05734729526744871	0.6309839359547433	0.021368280021133574	1.2163731670744795	0.767773661059703
4.866981489351811	3.6421376303773156	0.4264696554511447	10.852047911837621	0.9339019733047409	0.6467774025161283	0.1851185993819751	0.17509085135746189	0.17406051032401554	0.4375290151625612	0.09230955383057607	0.7208409962960065	0.010869429360251526	1.172065377894114	0.7326954895690588
